ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,ma5.1,ma10.1,ma20.1,ma60.1,ma120.1,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-11-18,59.85,60.6,59.6,60.45,12987.0,59.21,58.38,57.01,55.55,55.55,59.21,58.38,57.01,55.55,55.55,85.19,77.5,74.83,1.27,0.99,0.28,59.21,58.38,57.01,55.55,55.55
2024-11-25,60.9,61.35,60.55,61.25,25443.0,59.81,58.82,57.25,55.72,55.72,59.81,58.82,57.25,55.72,55.72,97.7,84.23,77.96,1.38,1.06,0.33,59.81,58.82,57.25,55.72,55.72
2024-12-02,61.3,61.9,61.15,61.5,21085.0,60.68,59.27,57.49,55.88,55.88,60.68,59.27,57.49,55.88,55.88,91.84,86.77,80.9,1.46,1.13,0.33,60.68,59.27,57.49,55.88,55.88
2024-12-09,61.6,61.9,61.25,61.55,10358.0,61.0,59.72,57.78,56.04,56.04,61.0,59.72,57.78,56.04,56.04,84.78,86.1,82.63,1.5,1.2,0.3,61.0,59.72,57.78,56.04,56.04
2024-12-16,61.5,61.75,59.7,59.8,14893.0,60.91,59.89,58.01,56.14,56.14,60.91,59.89,58.01,56.14,56.14,8.7,60.3,75.19,1.36,1.23,0.13,60.91,59.89,58.01,56.14,56.14
2024-12-23,60.5,61.9,60.5,61.65,9086.0,61.15,60.18,58.41,56.29,56.29,61.15,60.18,58.41,56.29,56.29,88.64,69.75,73.37,1.38,1.26,0.13,61.15,60.18,58.41,56.29,56.29
2024-12-30,61.15,61.2,60.2,60.25,63994.0,60.95,60.38,58.61,56.39,56.39,60.95,60.38,58.61,56.39,56.39,25.0,54.83,67.19,1.26,1.26,0.0,60.95,60.38,58.61,56.39,56.39
2025-01-06,60.9,61.35,60.55,60.85,29231.0,60.82,60.75,58.87,56.5,56.5,60.82,60.75,58.87,56.5,56.5,52.27,53.98,62.79,1.19,1.25,-0.05,60.82,60.75,58.87,56.5,56.5
2025-01-13,60.2,61.45,59.95,61.25,22848.0,60.76,60.88,59.14,56.61,56.61,60.76,60.88,59.14,56.61,56.61,70.45,59.47,61.68,1.16,1.23,-0.07,60.76,60.88,59.14,56.61,56.61
2025-01-20,61.6,62.25,61.2,62.25,18663.0,61.25,61.08,59.51,56.75,56.75,61.25,61.08,59.51,56.75,56.75,100.0,72.98,65.45,1.2,1.23,-0.02,61.25,61.08,59.51,56.75,56.75
