ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,ma5.1,ma10.1,ma20.1,ma60.1,ma120.1,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2025-05-22,10.01,10.1,10.0,10.1,249972,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,100.0,100.0,100.0,0.0,0.0,0.0,10.1,10.1,10.1,10.1,10.1
2025-05-23,10.13,10.15,10.0,10.02,76678,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,13.33,71.11,90.37,-0.01,-0.0,-0.01,10.06,10.06,10.06,10.06,10.06
2025-05-26,10.0,10.13,10.0,10.05,24390,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,33.33,58.52,79.75,-0.01,-0.0,-0.01,10.06,10.06,10.06,10.06,10.06
2025-05-27,10.06,10.08,9.94,9.97,28399,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,14.29,43.77,67.76,-0.02,-0.01,-0.01,10.04,10.04,10.04,10.04,10.04
2025-05-28,10.1,10.12,9.93,9.99,26648,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,27.27,38.27,57.93,-0.02,-0.01,-0.01,10.03,10.03,10.03,10.03,10.03
2025-05-29,10.08,10.1,10.03,10.06,28178,10.02,10.03,10.03,10.03,10.03,10.02,10.03,10.03,10.03,10.03,59.09,45.21,53.69,-0.02,-0.01,-0.01,10.02,10.03,10.03,10.03,10.03
2025-06-02,9.97,9.99,9.84,9.9,26447,9.99,10.01,10.01,10.01,10.01,9.99,10.01,10.01,10.01,10.01,20.69,37.04,48.14,-0.03,-0.01,-0.02,9.99,10.01,10.01,10.01,10.01
2025-06-03,9.98,10.06,9.95,9.98,14390,9.98,10.01,10.01,10.01,10.01,9.98,10.01,10.01,10.01,10.01,50.0,41.36,45.88,-0.03,-0.02,-0.01,9.98,10.01,10.01,10.01,10.01
2025-06-04,10.11,10.17,10.1,10.15,28029,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,93.94,58.89,50.22,-0.02,-0.02,0.0,10.02,10.02,10.02,10.02,10.02
2025-06-05,10.19,10.22,10.14,10.16,14147,10.05,10.04,10.04,10.04,10.04,10.05,10.04,10.04,10.04,10.04,84.21,67.33,55.92,-0.0,-0.01,0.01,10.05,10.04,10.04,10.04,10.04
2025-06-06,10.14,10.15,10.07,10.1,8692,10.06,10.04,10.04,10.04,10.04,10.06,10.04,10.04,10.04,10.04,68.42,67.69,59.84,-0.0,-0.01,0.01,10.06,10.04,10.04,10.04,10.04
