ts,Open,High,Low,Close,Volume,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-04-08,51.9,52.1,51.8,51.9,3430,33.33,33.33,33.33,0.0,0.0,0.0,51.9,51.9,51.9,51.9,51.9
2024-04-09,52.0,52.05,51.9,52.0,3563,66.67,44.44,37.04,0.01,0.0,0.01,51.95,51.95,51.95,51.95,51.95
2024-04-10,52.1,52.1,51.7,51.75,8908,12.5,33.8,35.96,-0.01,0.0,-0.01,51.88,51.88,51.88,51.88,51.88
2024-04-11,51.5,51.65,51.45,51.6,9460,23.08,30.22,34.05,-0.03,-0.01,-0.03,51.81,51.81,51.81,51.81,51.81
2024-04-12,52.05,52.25,52.0,52.2,2759,93.75,51.4,39.83,0.0,-0.0,0.01,51.89,51.89,51.89,51.89,51.89
2024-04-15,51.6,51.75,51.5,51.7,6790,31.25,44.68,41.45,-0.01,-0.01,-0.01,51.85,51.86,51.86,51.86,51.86
2024-04-16,51.1,51.15,50.9,51.15,4175,18.52,35.96,39.62,-0.07,-0.02,-0.06,51.68,51.76,51.76,51.76,51.76
2024-04-17,51.05,51.15,51.05,51.15,1582,18.52,30.15,36.46,-0.12,-0.04,-0.08,51.56,51.68,51.68,51.68,51.68
2024-04-18,50.95,50.95,50.6,50.75,2933,9.09,23.13,32.02,-0.18,-0.06,-0.12,51.39,51.58,51.58,51.58,51.58
2024-04-19,50.5,50.5,49.9,50.1,11191,10.81,19.02,27.69,-0.28,-0.1,-0.18,50.97,51.43,51.43,51.43,51.43
2024-04-22,50.15,50.5,50.15,50.5,4166,48.0,28.68,28.02,-0.32,-0.14,-0.18,50.73,51.29,51.35,51.35,51.35
2024-04-23,50.75,50.85,50.7,50.8,1907,72.0,43.12,33.05,-0.31,-0.17,-0.14,50.66,51.17,51.3,51.3,51.3
2024-04-24,51.4,51.5,51.3,51.45,2510,96.88,61.04,42.38,-0.25,-0.19,-0.06,50.72,51.14,51.31,51.31,51.31
2024-04-25,51.15,51.2,51.0,51.0,2940,68.75,63.61,49.46,-0.23,-0.2,-0.04,50.77,51.08,51.29,51.29,51.29
2024-04-26,51.35,51.65,51.35,51.65,4712,100.0,75.74,58.22,-0.16,-0.19,0.03,51.08,51.02,51.31,51.31,51.31
2024-04-29,51.7,52.0,51.7,51.9,3583,92.31,81.26,65.9,-0.09,-0.17,0.08,51.36,51.04,51.35,51.35,51.35
