ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,ma5.1,ma10.1,ma20.1,ma60.1,ma120.1,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-04-08,19.15,19.43,19.15,19.32,5177.0,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,60.71,60.71,60.71,0.0,0.0,0.0,19.32,19.32,19.32,19.32,19.32
2024-04-15,19.23,19.23,17.62,17.89,10457.0,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,14.92,45.45,55.63,-0.12,-0.02,-0.1,18.6,18.6,18.6,18.6,18.6
2024-04-22,17.89,18.41,17.3,18.2,10992.0,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,42.25,44.38,51.88,-0.19,-0.05,-0.13,18.47,18.47,18.47,18.47,18.47
2024-04-29,18.64,18.75,18.27,18.52,5076.0,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,57.28,48.68,50.81,-0.2,-0.08,-0.12,18.48,18.48,18.48,18.48,18.48
2024-05-06,18.69,18.87,18.5,18.62,5293.0,18.51,18.51,18.51,18.51,18.51,18.51,18.51,18.51,18.51,18.51,61.97,53.11,51.58,-0.2,-0.1,-0.1,18.51,18.51,18.51,18.51,18.51
2024-05-13,18.73,19.47,18.58,19.2,7284.0,18.49,18.62,18.62,18.62,18.62,18.49,18.62,18.62,18.62,18.62,87.56,64.59,55.92,-0.15,-0.11,-0.04,18.49,18.62,18.62,18.62,18.62
2024-05-20,19.2,19.64,18.9,19.62,5627.0,18.83,18.77,18.77,18.77,18.77,18.83,18.77,18.77,18.77,18.77,99.15,76.11,62.65,-0.07,-0.1,0.03,18.83,18.77,18.77,18.77,18.77
2024-05-27,19.87,20.1,19.36,19.36,7866.0,19.06,18.84,18.84,18.84,18.84,19.06,18.84,18.84,18.84,18.84,59.56,70.59,65.3,-0.03,-0.09,0.06,19.06,18.84,18.84,18.84,18.84
2024-06-03,19.62,19.96,19.22,19.71,6391.0,19.3,18.94,18.94,18.94,18.94,19.3,18.94,18.94,18.94,18.94,75.62,72.27,67.62,0.03,-0.07,0.1,19.3,18.94,18.94,18.94,18.94
2024-06-11,19.75,21.06,19.75,21.06,10326.0,19.79,19.15,19.15,19.15,19.15,19.79,19.15,19.15,19.15,19.15,100.0,81.51,72.25,0.19,-0.02,0.21,19.79,19.15,19.15,19.15,19.15
2024-06-17,21.01,22.07,20.93,21.91,8173.0,20.33,19.41,19.4,19.4,19.4,20.33,19.41,19.4,19.4,19.4,94.95,85.99,76.83,0.38,0.05,0.33,20.33,19.41,19.4,19.4,19.4
2024-06-24,21.7,21.85,20.89,21.81,11975.0,20.77,19.8,19.6,19.6,19.6,20.77,19.8,19.6,19.6,19.6,90.88,87.62,80.43,0.5,0.13,0.37,20.77,19.8,19.6,19.6,19.6
2024-07-01,21.85,22.43,21.55,22.24,8660.0,21.35,20.21,19.8,19.8,19.8,21.35,20.21,19.8,19.8,19.8,94.08,89.77,83.54,0.62,0.22,0.4,21.35,20.21,19.8,19.8,19.8
2024-07-08,22.24,23.33,22.24,22.54,13254.0,21.91,20.61,20.0,20.0,20.0,21.91,20.61,20.0,20.0,20.0,77.93,85.83,84.31,0.73,0.31,0.41,21.91,20.61,20.0,20.0,20.0
2024-07-15,22.69,22.92,21.43,21.43,10019.0,21.99,20.89,20.1,20.1,20.1,21.99,20.89,20.1,20.1,20.1,22.13,64.6,77.74,0.69,0.38,0.31,21.99,20.89,20.1,20.1,20.1
