ts,Open,High,Low,Close,Volume,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-09-16,178.6,179.2,178.3,178.75,5849,92.68,74.89,57.3,-0.84,-1.18,0.34,175.93,175.0,178.24,182.62,174.8
2024-09-18,178.5,179.1,176.55,177.85,9156,80.89,76.89,63.83,-0.65,-1.08,0.44,177.03,174.79,177.94,182.44,174.83
2024-09-19,178.0,180.2,177.0,180.15,8069,98.78,84.19,70.62,-0.29,-0.94,0.65,178.69,175.68,177.86,182.37,174.88
2024-09-20,183.1,184.1,182.45,182.45,13605,78.15,82.17,74.47,0.17,-0.74,0.91,179.52,176.69,177.94,182.35,174.94
2024-09-23,182.55,183.65,182.55,183.25,7857,88.74,84.36,77.77,0.58,-0.5,1.08,180.49,177.54,178.06,182.31,175.01
2024-09-24,183.2,185.0,182.1,185.0,9857,100.0,89.58,81.7,1.03,-0.22,1.25,181.74,178.83,178.24,182.31,175.1
2024-09-25,187.7,188.0,187.35,187.75,11616,97.73,92.29,85.23,1.58,0.11,1.47,183.72,180.38,178.61,182.33,175.21
2024-09-26,189.6,190.0,188.75,189.3,16675,91.14,91.91,87.46,2.09,0.47,1.62,185.55,182.12,178.92,182.38,175.33
2024-09-27,190.2,191.25,188.6,188.9,11365,74.32,86.04,86.99,2.4,0.82,1.58,186.84,183.18,179.34,182.43,175.44
2024-09-30,186.55,187.2,183.95,183.95,13049,20.22,64.1,79.36,2.16,1.06,1.1,186.98,183.74,179.48,182.37,175.64
2024-10-01,183.9,184.6,183.35,183.6,9381,3.16,43.79,67.5,1.91,1.22,0.7,186.7,184.22,179.61,182.22,175.81
2024-10-04,184.0,185.3,183.0,183.6,8849,7.27,31.62,55.54,1.7,1.3,0.39,185.87,184.8,179.79,182.09,175.98
2024-10-07,185.8,188.2,185.8,188.15,13404,62.42,41.89,50.99,1.9,1.41,0.49,185.64,185.6,180.64,181.93,176.2
2024-10-08,186.95,187.35,185.5,187.25,9397,81.73,55.17,52.38,1.94,1.51,0.43,185.31,186.08,181.38,181.75,176.41
2024-10-09,189.0,190.2,189.0,189.0,11224,83.33,64.56,56.44,2.09,1.62,0.48,186.32,186.65,182.09,181.6,176.65
2024-10-11,189.05,192.8,189.05,192.15,12230,93.37,74.16,62.35,2.44,1.77,0.67,188.03,187.36,183.1,181.42,176.95
2024-10-14,192.1,192.9,190.95,192.3,10068,91.89,80.07,68.25,2.67,1.93,0.74,189.77,187.82,184.1,181.35,177.24
2024-10-15,193.0,196.6,193.0,196.4,14713,98.2,86.11,74.21,3.14,2.15,0.99,191.42,188.53,185.32,181.35,177.56
2024-10-16,192.45,195.3,191.65,193.0,17761,52.63,74.95,74.46,3.15,2.33,0.82,192.57,188.94,186.06,181.28,177.91
2024-10-17,194.0,194.1,191.9,193.3,9496,56.29,68.73,72.55,3.12,2.48,0.65,193.43,189.88,186.8,181.27,178.26
2024-10-18,199.3,200.2,197.25,198.1,32033,77.3,71.59,72.23,3.46,2.66,0.81,194.62,191.32,187.77,181.4,178.65
2024-10-21,199.05,199.95,198.0,198.05,13200,74.85,72.68,72.38,3.65,2.84,0.82,195.77,192.77,188.78,181.59,179.0
2024-10-22,197.2,197.3,195.35,197.3,8442,66.08,70.48,71.74,3.67,2.99,0.68,195.95,193.68,189.64,181.87,179.36
2024-10-23,196.7,196.9,195.65,196.0,9337,49.4,63.45,68.98,3.5,3.08,0.42,196.55,194.56,190.32,182.03,179.69
2024-10-24,196.0,196.7,194.5,194.8,8063,5.26,44.06,60.67,3.21,3.1,0.11,196.85,195.14,190.9,182.29,179.99
2024-10-25,195.0,196.55,195.0,196.4,12600,34.86,40.99,54.11,3.08,3.1,-0.02,196.51,195.56,191.46,182.56,180.31
2024-10-28,197.9,198.15,194.95,196.05,11405,42.47,41.48,49.9,2.9,3.06,-0.16,196.11,195.94,191.88,182.82,180.64
2024-10-29,193.25,193.25,190.2,191.5,24174,16.35,33.11,44.3,2.32,2.93,-0.61,194.95,195.45,191.99,182.99,180.93
2024-10-30,192.95,194.05,191.5,191.8,14133,20.13,28.78,39.13,1.88,2.74,-0.86,194.11,195.33,192.14,183.12,181.2
2024-11-01,186.15,190.55,185.95,190.5,19590,37.3,31.62,36.62,1.41,2.5,-1.09,193.25,195.05,192.46,183.39,181.46
2024-11-04,191.05,193.2,190.8,192.95,7247,57.38,40.2,37.82,1.25,2.27,-1.02,192.56,194.54,192.93,183.96,181.73
2024-11-05,191.55,194.7,191.4,193.65,10050,88.0,56.14,43.92,1.17,2.07,-0.9,192.08,194.1,193.43,184.39,182.0
2024-11-06,194.05,198.05,193.5,195.2,16589,76.45,62.91,50.25,1.22,1.91,-0.69,192.82,193.88,193.78,184.74,182.28
2024-11-07,194.9,198.05,194.5,197.45,13397,95.04,73.62,58.04,1.43,1.83,-0.39,193.95,194.03,194.3,185.19,182.57
2024-11-08,199.4,200.0,198.7,199.0,12774,89.13,78.79,64.96,1.7,1.8,-0.1,195.65,194.45,194.8,185.58,182.86
2024-11-11,198.85,199.1,196.8,199.1,12293,89.53,82.37,70.76,1.88,1.82,0.06,196.88,194.72,195.14,185.93,183.13
2024-11-12,195.2,195.85,194.0,194.0,26104,7.69,57.48,66.33,1.54,1.77,-0.23,196.95,194.52,195.23,186.19,183.35
2024-11-13,193.85,194.0,192.5,192.75,9125,3.33,39.43,57.37,1.15,1.65,-0.51,196.46,194.64,195.04,186.39,183.56
2024-11-14,192.3,192.5,190.1,191.0,12041,9.09,29.32,48.02,0.69,1.48,-0.79,195.17,194.56,194.94,186.58,183.76
2024-11-15,192.05,192.85,190.85,192.35,7251,25.0,27.88,41.3,0.45,1.29,-0.84,193.84,194.74,194.9,186.73,183.97
2024-11-18,191.45,191.7,189.6,189.65,13258,0.8,18.85,33.82,0.04,1.06,-1.03,191.95,194.42,194.48,186.83,184.13
2024-11-19,190.7,192.95,190.2,192.25,7586,60.23,32.64,33.43,-0.04,0.86,-0.91,191.6,194.28,194.18,186.97,184.31
2024-11-20,192.8,193.35,190.75,191.45,11862,49.33,38.21,35.02,-0.17,0.67,-0.85,191.34,193.9,193.89,187.13,184.48
2024-11-21,190.0,190.15,188.6,189.35,15785,15.79,30.73,33.59,-0.45,0.47,-0.92,191.01,193.09,193.56,187.27,184.62
2024-11-22,191.1,193.2,191.1,193.05,7883,93.68,51.72,39.63,-0.33,0.33,-0.65,191.15,192.5,193.47,187.48,184.78
2024-11-25,194.7,194.75,192.25,192.35,7787,60.98,54.8,44.69,-0.29,0.21,-0.5,191.69,191.82,193.27,187.66,184.96
2024-11-26,190.1,190.3,188.8,189.85,11268,20.33,43.31,44.23,-0.47,0.09,-0.56,191.21,191.4,192.96,187.82,185.15
2024-11-27,189.15,189.45,187.0,187.1,13946,1.29,29.3,39.26,-0.84,-0.08,-0.76,190.34,190.84,192.74,187.88,185.32
2024-11-28,187.0,187.1,185.45,186.8,12855,14.52,24.37,34.29,-1.12,-0.27,-0.85,189.83,190.42,192.49,187.99,185.46
2024-11-29,184.95,188.0,184.5,187.25,8074,26.83,25.19,31.26,-1.27,-0.45,-0.82,188.67,189.91,192.33,188.09,185.63
