ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-09-23,45.48,47.5,45.19,47.27,65432.0,44.98,45.39,47.36,46.39,46.39,96.49,66.64,53.0,-0.24,0.1,-0.34,44.98,45.39,47.36,46.39,46.39
2024-09-30,46.6,46.6,46.1,46.2,10172.0,45.1,45.28,47.4,46.38,46.38,80.15,71.15,59.05,-0.19,0.05,-0.24,45.1,45.28,47.4,46.38,46.38
2024-10-07,46.95,48.03,46.88,47.91,33784.0,46.19,45.53,47.47,46.44,46.44,98.31,80.2,66.1,-0.01,0.04,-0.05,46.19,45.53,47.47,46.44,46.44
2024-10-14,48.0,49.22,46.6,46.94,43894.0,46.72,45.94,47.47,46.45,46.45,55.9,72.1,68.1,0.05,0.04,0.01,46.72,45.94,47.47,46.45,46.45
2024-10-21,47.1,47.1,46.58,46.65,14409.0,46.99,45.89,47.39,46.46,46.46,36.23,60.14,65.45,0.06,0.04,0.02,46.99,45.89,47.39,46.46,46.46
2024-10-28,47.18,47.69,44.82,45.16,38676.0,46.57,45.77,47.08,46.42,46.42,7.73,42.67,57.85,-0.06,0.02,-0.08,46.57,45.77,47.08,46.42,46.42
2024-11-04,45.17,48.38,44.58,48.0,68929.0,46.93,46.02,46.92,46.47,46.47,73.71,53.02,56.24,0.1,0.04,0.06,46.93,46.02,46.92,46.47,46.47
2024-11-11,47.91,48.23,45.55,45.57,46024.0,46.46,46.33,46.71,46.44,46.44,21.34,42.46,51.65,0.0,0.03,-0.03,46.46,46.33,46.71,46.44,46.44
2024-11-18,44.8,45.52,44.49,45.5,53235.0,46.18,46.45,46.4,46.41,46.41,25.96,36.96,46.75,-0.07,0.01,-0.09,46.18,46.45,46.4,46.41,46.41
2024-11-25,45.9,45.9,44.47,44.98,27381.0,45.84,46.42,46.05,46.37,46.37,13.04,28.99,40.83,-0.17,-0.02,-0.15,45.84,46.42,46.05,46.37,46.37
2024-12-02,45.06,46.84,44.94,45.93,39979.0,46.0,46.28,45.84,46.36,46.36,37.34,31.77,37.81,-0.16,-0.05,-0.12,46.0,46.28,45.84,46.36,46.36
2024-12-09,46.03,46.55,44.83,46.39,30686.0,45.67,46.3,45.79,46.36,46.36,51.06,38.2,37.94,-0.11,-0.06,-0.05,45.67,46.3,45.79,46.36,46.36
2024-12-16,46.97,48.0,44.75,44.82,52868.0,45.52,45.99,45.76,46.32,46.32,9.92,28.77,34.88,-0.21,-0.09,-0.12,45.52,45.99,45.76,46.32,46.32
2024-12-23,45.46,47.64,45.41,47.32,38821.0,45.89,46.03,45.98,46.34,46.34,80.74,46.09,38.62,-0.06,-0.08,0.02,45.89,46.03,45.98,46.34,46.34
2024-12-30,47.11,47.15,46.1,46.6,22363.0,46.21,46.03,45.96,46.35,46.35,56.92,49.7,42.32,-0.01,-0.07,0.06,46.21,46.03,45.96,46.35,46.35
2025-01-06,47.77,49.25,47.38,47.67,66155.0,46.56,46.28,46.03,46.38,46.38,64.89,54.77,46.47,0.12,-0.04,0.15,46.56,46.28,46.03,46.38,46.38
2025-01-13,47.0,47.99,43.9,44.25,56845.0,46.13,45.9,45.96,46.33,46.33,6.54,38.69,43.87,-0.09,-0.04,-0.04,46.13,45.9,45.96,46.33,46.33
2025-01-20,44.93,45.95,44.92,45.92,31029.0,46.35,45.94,46.13,46.32,46.32,37.76,38.38,42.04,-0.09,-0.05,-0.04,46.35,45.94,46.13,46.32,46.32
2025-02-03,41.98,43.66,41.58,43.48,97831.0,45.58,45.74,46.09,46.25,46.25,24.77,33.84,39.31,-0.3,-0.1,-0.2,45.58,45.74,46.09,46.25,46.25
2025-02-10,42.68,43.72,42.66,43.65,41844.0,44.99,45.6,46.01,46.2,46.2,26.99,31.56,36.73,-0.44,-0.16,-0.28,44.99,45.6,46.01,46.2,46.2
2025-02-17,43.73,44.81,43.7,44.73,30919.0,44.41,45.48,45.88,46.16,46.16,49.14,37.42,36.96,-0.44,-0.21,-0.23,44.41,45.48,45.88,46.16,46.16
2025-02-24,43.7,43.82,41.79,42.32,58305.0,44.02,45.08,45.69,46.08,46.08,16.93,30.59,34.84,-0.64,-0.29,-0.35,44.02,45.08,45.69,46.08,46.08
2025-03-03,41.13,41.13,38.71,38.72,121788.0,42.58,44.47,45.23,45.92,45.92,0.16,20.45,30.04,-1.09,-0.43,-0.66,42.58,44.47,45.23,45.92,45.92
2025-03-10,38.98,39.05,36.88,38.41,80097.0,41.57,43.58,44.8,45.77,45.77,19.29,20.06,26.71,-1.43,-0.62,-0.82,41.57,43.58,44.8,45.77,45.77
2025-03-17,38.8,39.72,38.73,39.16,34378.0,40.67,42.83,44.43,45.63,45.63,28.75,22.96,25.46,-1.59,-0.79,-0.8,40.67,42.83,44.43,45.63,45.63
2025-03-24,39.12,39.86,37.68,37.73,33903.0,39.27,41.84,44.06,45.47,45.47,12.25,19.39,23.44,-1.81,-0.98,-0.83,39.27,41.84,44.06,45.47,45.47
2025-03-31,36.14,36.71,35.95,36.67,23316.0,38.14,41.08,43.49,45.3,45.3,13.9,17.56,21.48,-2.03,-1.17,-0.86,38.14,41.08,43.49,45.3,45.3
2025-04-07,28.93,35.56,28.9,33.65,157294.0,37.12,39.85,42.9,45.08,45.08,43.34,26.15,23.04,-2.42,-1.4,-1.02,37.12,39.85,42.9,45.08,45.08
2025-04-14,34.38,34.38,32.4,32.54,63157.0,35.95,38.76,42.25,44.84,44.84,33.21,28.51,24.86,-2.76,-1.65,-1.12,35.95,38.76,42.25,44.84,44.84
2025-04-21,32.2,35.46,31.49,35.3,49509.0,35.18,37.92,41.76,44.66,44.66,58.39,38.47,29.4,-2.73,-1.84,-0.89,35.18,37.92,41.76,44.66,44.66
2025-04-28,35.39,35.4,34.39,34.67,32845.0,34.57,36.92,41.2,44.48,44.48,73.88,50.27,36.35,-2.71,-2.0,-0.71,34.57,36.92,41.2,44.48,44.48
2025-05-05,34.67,34.79,32.65,34.68,51488.0,34.17,36.15,40.61,44.31,44.31,86.79,62.44,45.05,-2.65,-2.12,-0.53,34.17,36.15,40.61,44.31,44.31
2025-05-12,35.61,38.78,35.58,38.28,47566.0,35.09,36.11,40.29,44.2,44.2,93.14,72.68,54.26,-2.25,-2.14,-0.11,35.09,36.11,40.29,44.2,44.2
2025-05-19,37.76,38.05,36.85,36.89,23630.0,35.96,35.96,39.77,44.07,44.07,74.07,73.14,60.55,-2.03,-2.12,0.09,35.96,35.96,39.77,44.07,44.07
2025-05-26,36.85,38.5,36.63,38.41,23581.0,36.59,35.88,39.36,43.98,43.98,93.96,80.08,67.06,-1.71,-2.05,0.34,36.59,35.88,39.36,43.98,43.98
2025-06-02,36.56,38.8,36.5,38.59,36550.0,37.37,35.97,38.9,43.89,43.89,96.59,85.58,73.24,-1.42,-1.93,0.51,37.37,35.97,38.9,43.89,43.89
2025-06-09,38.85,40.4,38.75,39.2,39084.0,38.27,36.22,38.65,43.8,43.81,75.1,82.09,76.19,-1.13,-1.79,0.66,38.27,36.22,38.65,43.8,43.81
2025-06-16,39.06,39.97,39.03,39.84,21552.0,38.59,36.84,38.35,43.79,43.75,85.64,83.27,78.55,-0.84,-1.62,0.78,38.59,36.84,38.35,43.79,43.75
2025-06-23,39.36,41.55,39.36,41.31,43035.0,39.47,37.72,38.24,43.78,43.71,95.25,87.27,81.46,-0.48,-1.41,0.93,39.47,37.72,38.24,43.78,43.71
2025-06-30,41.67,42.04,41.37,41.75,34538.0,40.14,38.36,38.14,43.77,43.68,94.77,89.77,84.23,-0.17,-1.18,1.01,40.14,38.36,38.14,43.77,43.68
2025-07-07,41.84,42.88,41.55,42.86,40238.0,40.99,39.18,38.05,43.77,43.67,99.52,93.02,87.16,0.16,-0.94,1.1,40.99,39.18,38.05,43.77,43.67
2025-07-14,42.66,43.55,42.62,43.52,42627.0,41.86,40.06,38.11,43.73,43.66,99.34,95.12,89.81,0.45,-0.69,1.14,41.86,40.06,38.11,43.73,43.66
2025-07-21,43.52,43.66,42.3,42.8,44327.0,42.45,40.52,38.31,43.67,43.65,80.0,90.08,89.9,0.6,-0.45,1.06,42.45,40.52,38.31,43.67,43.65
2025-07-28,43.15,44.69,43.12,43.35,47522.0,42.86,41.16,38.56,43.61,43.65,59.64,79.93,86.58,0.75,-0.23,0.99,42.86,41.16,38.56,43.61,43.65
2025-08-04,42.75,43.57,42.61,43.34,24776.0,43.17,41.66,38.77,43.53,43.64,57.01,72.29,81.82,0.85,-0.04,0.88,43.17,41.66,38.77,43.53,43.64
2025-08-11,43.83,45.32,43.7,45.16,79958.0,43.63,42.31,39.14,43.42,43.66,94.7,79.76,81.13,1.06,0.16,0.9,43.63,42.31,39.14,43.42,43.66
2025-08-18,44.75,44.85,43.87,44.12,26942.0,43.75,42.8,39.51,43.31,43.67,60.26,73.26,78.51,1.11,0.34,0.78,43.75,42.8,39.51,43.31,43.67
2025-08-25,45.1,45.86,45.03,45.73,55613.0,44.34,43.39,40.12,43.24,43.7,96.0,80.84,79.29,1.27,0.51,0.76,44.34,43.39,40.12,43.24,43.7
2025-09-01,44.99,45.1,44.28,44.99,28171.0,44.67,43.76,40.74,43.13,43.72,73.23,78.3,78.96,1.3,0.65,0.65,44.67,43.76,40.74,43.13,43.72
2025-09-08,45.4,46.67,45.29,46.59,41939.0,45.32,44.25,41.3,43.04,43.76,97.31,84.64,80.85,1.44,0.79,0.64,45.32,44.25,41.3,43.04,43.76
2025-09-15,46.8,48.85,46.77,48.77,65121.0,46.04,44.84,42.01,43.02,43.82,98.39,89.22,83.64,1.7,0.96,0.75,46.04,44.84,42.01,43.02,43.82
2025-09-22,48.71,49.49,48.54,49.49,89572.0,47.11,45.43,42.75,43.05,43.9,100.0,92.82,86.7,1.93,1.14,0.8,47.11,45.43,42.75,43.05,43.9
2025-09-30,49.53,49.8,49.49,49.8,6709.0,47.93,46.13,43.33,43.12,43.97,100.0,95.21,89.54,2.1,1.31,0.79,47.93,46.13,43.33,43.12,43.97
