ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-04-08,77.35,77.65,77.3,77.5,6176,77.5,77.5,77.5,77.5,77.5,57.14,57.14,57.14,0.0,0.0,0.0,77.5,77.5,77.5,77.5,77.5
2024-04-09,77.6,77.75,77.55,77.75,840,77.62,77.62,77.62,77.62,77.62,100.0,71.43,61.9,0.02,0.0,0.02,77.62,77.62,77.62,77.62,77.62
2024-04-10,77.75,77.75,77.5,77.75,2259,77.67,77.67,77.67,77.67,77.67,100.0,80.95,68.25,0.04,0.01,0.03,77.67,77.67,77.67,77.67,77.67
2024-04-11,77.45,77.65,77.25,77.6,1641,77.65,77.65,77.65,77.65,77.65,70.0,77.3,71.27,0.04,0.01,0.02,77.65,77.65,77.65,77.65,77.65
2024-04-12,79.5,79.85,79.5,79.8,1187,78.08,78.08,78.08,78.08,78.08,98.08,84.23,75.59,0.22,0.05,0.17,78.08,78.08,78.08,78.08,78.08
2024-04-15,78.8,79.35,78.75,79.3,1802,78.44,78.28,78.28,78.28,78.28,78.85,82.43,77.87,0.32,0.1,0.22,78.44,78.28,78.28,78.28,78.28
2024-04-16,77.05,77.1,76.8,77.0,2404,78.29,78.1,78.1,78.1,78.1,6.56,57.14,70.96,0.18,0.11,0.06,78.29,78.1,78.1,78.1,78.1
2024-04-17,77.0,77.35,77.0,77.25,1475,78.19,77.99,77.99,77.99,77.99,14.75,43.01,61.64,0.1,0.11,-0.01,78.19,77.99,77.99,77.99,77.99
2024-04-18,76.25,76.25,75.85,75.9,2001,77.85,77.76,77.76,77.76,77.76,1.25,29.09,50.79,-0.08,0.08,-0.16,77.85,77.76,77.76,77.76,77.76
2024-04-19,74.85,74.85,73.5,74.2,3360,76.73,77.4,77.4,77.4,77.4,11.97,23.38,41.66,-0.36,-0.0,-0.36,76.73,77.4,77.4,77.4,77.4
2024-04-22,72.7,73.4,72.5,73.35,2708,75.54,76.99,77.04,77.04,77.04,17.53,21.43,34.91,-0.63,-0.12,-0.52,75.54,76.99,77.04,77.04,77.04
2024-04-23,73.6,73.65,73.45,73.6,1452,74.86,76.58,76.75,76.75,76.75,22.68,21.85,30.56,-0.8,-0.24,-0.56,74.86,76.58,76.75,76.75,76.75
2024-04-24,76.15,76.35,75.95,76.3,1768,74.67,76.43,76.72,76.72,76.72,98.7,47.47,36.19,-0.68,-0.32,-0.36,74.67,76.43,76.72,76.72,76.72
2024-04-25,74.0,74.05,73.65,73.7,2335,74.23,76.04,76.5,76.5,76.5,31.17,42.03,38.14,-0.81,-0.41,-0.4,74.23,76.04,76.5,76.5,76.5
2024-04-26,76.75,77.15,76.75,77.05,3295,74.8,75.76,76.54,76.54,76.54,97.85,60.64,45.64,-0.59,-0.44,-0.15,74.8,75.76,76.54,76.54,76.54
2024-04-29,77.4,77.7,77.4,77.55,1127,75.64,75.59,76.6,76.6,76.6,96.47,72.58,54.62,-0.38,-0.43,0.05,75.64,75.59,76.6,76.6,76.6
2024-04-30,77.7,77.9,77.7,77.8,1084,76.48,75.67,76.67,76.67,76.67,97.65,80.94,63.39,-0.2,-0.39,0.19,76.48,75.67,76.67,76.67,76.67
2024-05-02,76.15,76.75,76.1,76.7,2232,76.56,75.62,76.67,76.67,76.67,71.76,77.88,68.22,-0.15,-0.35,0.19,76.56,75.62,76.67,76.67,76.67
2024-05-03,77.35,77.45,77.1,77.15,1824,77.25,75.74,76.7,76.7,76.7,58.33,71.36,69.27,-0.08,-0.3,0.22,77.25,75.74,76.7,76.7,76.7
2024-05-06,78.0,78.35,78.0,78.2,2817,77.48,76.14,76.77,76.77,76.77,93.33,78.69,72.41,0.07,-0.23,0.3,77.48,76.14,76.77,76.77,76.77
2024-05-07,79.25,79.8,79.25,79.8,1862,77.93,76.78,76.89,76.92,76.92,100.0,85.79,76.87,0.32,-0.13,0.45,77.93,76.78,76.89,76.92,76.92
2024-05-08,79.5,79.5,79.25,79.3,1057,78.23,77.35,76.96,77.02,77.02,86.49,86.02,79.92,0.45,-0.03,0.48,78.23,77.35,76.96,77.02,77.02
2024-05-09,79.1,79.3,79.0,79.1,1124,78.71,77.64,77.03,77.12,77.12,74.07,82.04,80.63,0.52,0.07,0.45,78.71,77.64,77.03,77.12,77.12
2024-05-10,79.1,79.25,79.05,79.2,1307,79.12,78.18,77.11,77.2,77.2,66.67,76.92,79.39,0.58,0.17,0.41,79.12,78.18,77.11,77.2,77.2
2024-05-13,79.05,79.15,78.95,79.0,2858,79.28,78.38,77.07,77.27,77.27,5.88,53.24,70.67,0.59,0.24,0.35,79.28,78.38,77.07,77.27,77.27
2024-05-14,79.15,79.5,79.15,79.5,2685,79.22,78.58,77.08,77.36,77.36,100.0,68.83,70.06,0.63,0.31,0.32,79.22,78.58,77.08,77.36,77.36
2024-05-15,80.2,80.25,80.0,80.05,2601,79.37,78.8,77.23,77.46,77.46,84.62,74.09,71.4,0.7,0.39,0.32,79.37,78.8,77.23,77.46,77.46
2024-05-16,80.8,81.0,80.75,80.85,2918,79.72,79.22,77.41,77.58,77.58,92.68,80.29,74.36,0.81,0.46,0.35,79.72,79.22,77.41,77.58,77.58
2024-05-17,80.5,80.65,80.45,80.5,1331,79.98,79.55,77.65,77.68,77.68,75.61,78.73,75.82,0.85,0.53,0.31,79.98,79.55,77.65,77.68,77.68
2024-05-20,80.55,80.85,80.55,80.8,1149,80.34,79.81,77.97,77.79,77.79,89.19,82.21,77.95,0.88,0.6,0.29,80.34,79.81,77.97,77.79,77.79
2024-05-21,81.3,81.65,81.25,81.6,1864,80.76,79.99,78.39,77.91,77.91,96.97,87.13,81.01,0.96,0.66,0.3,80.76,79.99,78.39,77.91,77.91
2024-05-22,82.05,82.25,82.0,82.15,3136,81.18,80.28,78.82,78.04,78.04,94.44,89.57,83.86,1.06,0.73,0.32,81.18,80.28,78.82,78.04,78.04
2024-05-23,82.4,82.85,82.35,82.65,4522,81.54,80.63,79.13,78.18,78.18,91.67,90.27,86.0,1.15,0.81,0.34,81.54,80.63,79.13,78.18,78.18
2024-05-24,81.2,81.2,80.75,80.85,5788,81.61,80.79,79.49,78.26,78.26,13.04,64.53,78.84,1.04,0.85,0.19,81.61,80.79,79.49,78.26,78.26
2024-05-27,81.7,82.0,81.7,81.85,1697,81.82,81.08,79.73,78.36,78.36,52.38,60.48,72.72,1.03,0.88,0.15,81.82,81.08,79.73,78.36,78.36
2024-05-28,81.95,82.15,81.85,82.1,1842,81.92,81.34,79.96,78.47,78.47,64.29,61.75,69.06,1.03,0.91,0.12,81.92,81.34,79.96,78.47,78.47
2024-05-29,82.15,82.5,82.15,82.25,1467,81.94,81.56,80.18,78.57,78.57,71.43,64.97,67.7,1.02,0.93,0.09,81.94,81.56,80.18,78.57,78.57
2024-05-30,82.1,82.25,82.0,82.15,3142,81.84,81.69,80.45,78.66,78.66,80.0,69.98,68.46,0.99,0.94,0.05,81.84,81.69,80.45,78.66,78.66
2024-05-31,81.25,81.25,80.8,80.95,5303,81.86,81.73,80.64,78.72,78.72,8.82,49.6,62.17,0.84,0.92,-0.08,81.86,81.73,80.64,78.72,78.72
2024-06-03,80.95,81.0,80.65,80.85,3237,81.66,81.74,80.78,78.77,78.77,10.81,36.67,53.67,0.71,0.88,-0.17,81.66,81.74,80.78,78.77,78.77
2024-06-04,81.1,81.25,81.0,81.1,2288,81.46,81.69,80.84,78.83,78.83,24.32,32.55,46.63,0.62,0.84,-0.21,81.46,81.69,80.84,78.83,78.83
2024-06-05,81.4,81.65,81.35,81.55,3468,81.32,81.63,80.95,78.9,78.9,56.25,40.45,44.57,0.59,0.79,-0.2,81.32,81.63,80.95,78.9,78.9
2024-06-06,82.95,83.05,82.8,82.85,1641,81.46,81.65,81.14,78.99,78.99,91.67,57.52,48.89,0.66,0.77,-0.1,81.46,81.65,81.14,78.99,78.99
2024-06-07,82.85,82.95,82.7,82.9,1119,81.85,81.85,81.32,79.08,79.08,93.75,69.6,55.79,0.71,0.76,-0.05,81.85,81.85,81.32,79.08,79.08
2024-06-11,82.9,83.05,82.75,83.0,2204,82.28,81.97,81.53,79.16,79.16,97.56,78.92,63.5,0.74,0.76,-0.01,82.28,81.97,81.53,79.16,79.16
2024-06-12,83.65,84.25,83.6,84.2,1356,82.9,82.18,81.76,79.27,79.27,98.28,85.37,70.79,0.86,0.77,0.08,82.9,82.18,81.76,79.27,79.27
2024-06-13,86.2,86.9,86.2,86.8,5254,83.95,82.64,82.1,79.43,79.43,97.62,89.45,77.01,1.15,0.84,0.31,83.95,82.64,82.1,79.43,79.43
2024-06-14,86.9,87.05,86.65,86.95,5773,84.77,83.12,82.4,79.59,79.59,97.7,92.2,82.08,1.37,0.94,0.43,84.77,83.12,82.4,79.59,79.59
2024-06-17,87.3,87.6,87.25,87.6,6168,85.71,83.78,82.76,79.75,79.75,100.0,94.8,86.32,1.56,1.05,0.5,85.71,83.78,82.76,79.75,79.75
2024-06-18,88.9,89.1,88.75,89.0,7517,86.91,84.6,83.17,79.94,79.94,98.18,95.93,89.52,1.79,1.18,0.6,86.91,84.6,83.17,79.94,79.94
2024-06-19,88.8,88.8,88.4,88.5,5077,87.77,85.34,83.51,80.11,80.11,79.31,90.39,89.81,1.89,1.31,0.58,87.77,85.34,83.51,80.11,80.11
2024-06-20,88.5,88.95,88.4,88.95,4911,88.2,86.08,83.85,80.28,80.28,93.88,91.55,90.39,1.97,1.43,0.54,88.2,86.08,83.85,80.28,80.28
2024-06-21,87.2,87.25,86.85,86.9,9436,88.19,86.48,84.06,80.4,80.4,2.22,61.78,80.85,1.82,1.5,0.31,88.19,86.48,84.06,80.4,80.4
2024-06-24,86.9,86.95,86.25,86.85,8812,88.04,86.88,84.36,80.52,80.52,21.05,48.2,69.97,1.67,1.53,0.14,88.04,86.88,84.36,80.52,80.52
2024-06-25,85.45,85.55,85.15,85.5,8336,87.34,87.12,84.55,80.61,80.61,9.21,35.2,58.38,1.41,1.51,-0.1,87.34,87.12,84.55,80.61,80.61
2024-06-26,87.0,87.2,86.65,86.75,11659,86.99,87.38,84.78,80.72,80.72,42.11,37.5,51.42,1.31,1.47,-0.17,86.99,87.38,84.78,80.72,80.72
2024-06-27,87.95,88.15,87.75,88.1,8238,86.82,87.51,85.07,80.85,80.85,98.33,57.78,53.54,1.32,1.45,-0.12,86.82,87.51,85.07,80.85,80.85
2024-06-28,89.25,89.95,89.25,89.95,5629,87.43,87.81,85.46,81.01,81.01,100.0,71.85,59.65,1.47,1.45,0.02,87.43,87.81,85.46,81.01,81.01
2024-07-01,88.95,89.0,88.65,88.8,6101,87.82,87.93,85.86,81.14,81.14,76.04,73.25,64.18,1.46,1.45,0.01,87.82,87.93,85.86,81.14,81.14
2024-07-02,89.95,90.25,89.95,90.25,7097,88.77,88.06,86.32,81.29,81.29,100.0,82.17,70.18,1.55,1.47,0.08,88.77,88.06,86.32,81.29,81.29
2024-07-03,92.0,93.0,92.0,92.95,7082,90.01,88.5,86.92,81.55,81.48,99.05,87.79,76.05,1.82,1.53,0.29,90.01,88.5,86.92,81.55,81.48
2024-07-04,94.2,94.2,93.75,93.9,5374,91.17,89.0,87.54,81.82,81.68,94.59,90.06,80.72,2.07,1.63,0.44,91.17,89.0,87.54,81.82,81.68
2024-07-05,93.85,94.1,93.6,94.1,4150,92.0,89.72,88.1,82.09,81.88,98.2,92.77,84.74,2.24,1.74,0.5,92.0,89.72,88.1,82.09,81.88
2024-07-08,94.85,95.15,94.5,94.55,4290,93.15,90.48,88.68,82.37,82.08,88.46,91.34,86.94,2.37,1.86,0.51,93.15,90.48,88.68,82.37,82.08
2024-07-09,94.95,95.4,94.95,95.4,3592,94.18,91.48,89.3,82.63,82.28,100.0,94.22,89.37,2.49,1.97,0.52,94.18,91.48,89.3,82.63,82.28
2024-07-10,95.7,95.7,95.4,95.65,2745,94.72,92.36,89.87,82.9,82.48,97.62,95.36,91.36,2.56,2.08,0.48,94.72,92.36,89.87,82.9,82.48
2024-07-11,96.15,96.2,95.75,95.95,4885,95.13,93.15,90.33,83.22,82.69,90.38,93.7,92.14,2.6,2.17,0.42,95.13,93.15,90.33,83.22,82.69
2024-07-12,92.25,92.4,91.6,91.75,10414,94.66,93.33,90.57,83.46,82.82,3.26,63.55,82.61,2.21,2.18,0.03,94.66,93.33,90.57,83.46,82.82
2024-07-15,92.35,93.3,92.2,92.95,8720,94.34,93.74,90.84,83.75,82.97,29.35,52.15,72.46,2.0,2.15,-0.15,94.34,93.74,90.84,83.75,82.97
2024-07-16,93.2,93.35,93.1,93.1,3662,93.88,94.03,91.04,84.06,83.11,32.61,45.64,63.52,1.81,2.09,-0.27,93.88,94.03,91.04,84.06,83.11
2024-07-17,92.8,92.8,92.2,92.2,2195,93.19,93.96,91.23,84.38,83.24,13.04,34.77,53.94,1.57,1.99,-0.42,93.19,93.96,91.23,84.38,83.24
2024-07-18,89.9,90.3,89.6,90.25,6866,92.05,93.59,91.29,84.65,83.34,17.33,28.96,45.61,1.19,1.85,-0.66,92.05,93.59,91.29,84.65,83.34
2024-07-19,90.0,90.2,89.8,90.1,3604,91.72,93.19,91.45,84.88,83.43,13.33,23.75,38.32,0.88,1.67,-0.79,91.72,93.19,91.45,84.88,83.43
2024-07-22,89.35,89.6,88.85,89.4,6525,91.01,92.68,91.58,85.14,83.51,12.22,19.91,32.19,0.57,1.47,-0.9,91.01,92.68,91.58,85.14,83.51
2024-07-23,90.75,91.0,90.6,90.95,3645,90.58,92.23,91.85,85.38,83.61,53.16,30.99,31.79,0.47,1.29,-0.82,90.58,92.23,91.85,85.38,83.61
2024-07-26,86.1,86.6,85.8,86.45,8388,89.43,91.31,91.84,85.52,83.65,12.5,24.83,29.47,-0.01,1.05,-1.06,89.43,91.31,91.84,85.52,83.65
2024-07-29,86.95,87.35,86.8,87.05,4736,88.79,90.42,91.78,85.68,83.69,24.04,24.57,27.83,-0.31,0.81,-1.11,88.79,90.42,91.78,85.68,83.69
2024-07-30,86.65,86.7,86.1,86.65,2880,88.1,89.91,91.62,85.84,83.73,16.35,21.83,25.83,-0.56,0.56,-1.11,88.1,89.91,91.62,85.84,83.73
2024-07-31,85.55,86.0,85.35,85.9,3804,87.4,89.2,91.48,85.99,83.76,9.73,17.8,23.15,-0.8,0.31,-1.11,87.4,89.2,91.48,85.99,83.76
2024-08-01,89.15,89.15,88.4,88.45,8706,86.9,88.74,91.38,86.16,83.81,81.58,39.06,28.45,-0.74,0.12,-0.86,86.9,88.74,91.38,86.16,83.81
2024-08-02,84.85,85.2,84.1,84.35,6563,86.48,87.96,90.96,86.24,83.82,4.95,27.69,28.2,-1.04,-0.09,-0.95,86.48,87.96,90.96,86.24,83.82
2024-08-05,81.0,81.05,77.7,77.7,10453,84.61,86.7,90.15,86.21,83.75,0.0,18.46,24.95,-1.82,-0.41,-1.42,84.61,86.7,90.15,86.21,83.75
