ts,Open,High,Low,Close,Volume,Amount
2025-02-10 09:03:00,62.1,62.1,62.0,62.05,105,6519900.0
2025-02-10 09:04:00,62.05,62.05,62.0,62.05,6,372250.0
2025-02-10 09:05:00,62.1,62.1,62.05,62.05,4,248250.0
2025-02-10 09:06:00,62.1,62.1,62.1,62.1,1,62100.0
2025-02-10 09:07:00,62.05,62.05,62.05,62.05,9,558450.0
2025-02-10 09:08:00,62.1,62.1,62.05,62.1,4,248300.0
2025-02-10 09:09:00,62.1,62.1,62.05,62.05,9,558700.0
2025-02-10 09:10:00,62.05,62.05,62.05,62.05,2,124100.0
2025-02-10 09:11:00,62.05,62.1,62.0,62.0,134,8309850.0
2025-02-10 09:12:00,62.1,62.1,62.05,62.05,16,992900.0
2025-02-10 09:13:00,62.05,62.05,62.0,62.0,21,1302950.0
2025-02-10 09:15:00,62.05,62.05,62.05,62.05,2,124100.0
2025-02-10 09:16:00,62.05,62.05,62.0,62.0,2,124050.0
2025-02-10 09:17:00,62.05,62.05,62.05,62.05,8,496400.0
2025-02-10 09:18:00,62.05,62.05,62.05,62.05,5,310250.0
2025-02-10 09:19:00,62.05,62.05,62.05,62.05,4,248200.0
2025-02-10 09:21:00,62.1,62.1,62.05,62.05,2,124150.0
2025-02-10 09:22:00,62.1,62.1,62.1,62.1,11,683100.0
2025-02-10 09:23:00,62.1,62.1,62.1,62.1,3,186300.0
2025-02-10 09:24:00,62.1,62.1,62.1,62.1,1,62100.0
2025-02-10 09:25:00,62.1,62.1,62.1,62.1,4,248400.0
2025-02-10 09:26:00,62.1,62.1,62.1,62.1,3,186300.0
2025-02-10 09:27:00,62.05,62.05,62.05,62.05,22,1365100.0
2025-02-10 09:29:00,62.05,62.05,62.05,62.05,11,682550.0
2025-02-10 09:30:00,62.05,62.05,62.05,62.05,2,124100.0
2025-02-10 09:31:00,62.05,62.05,62.0,62.0,8,496350.0
2025-02-10 09:32:00,62.05,62.05,62.05,62.05,2,124100.0
2025-02-10 09:33:00,62.05,62.05,62.0,62.0,12,744300.0
2025-02-10 09:34:00,62.05,62.05,62.05,62.05,1,62050.0
2025-02-10 09:35:00,62.05,62.05,62.05,62.05,16,992800.0
2025-02-10 09:36:00,62.05,62.05,62.05,62.05,2,124100.0
2025-02-10 09:37:00,62.05,62.05,62.0,62.0,6,372150.0
2025-02-10 09:38:00,62.0,62.05,62.0,62.05,3,186050.0
2025-02-10 09:39:00,62.05,62.05,62.05,62.05,4,248200.0
