ts,Open,High,Low,Close,Volume,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-04-08,158.65,163.35,158.55,162.1,29065.0,73.96,73.96,73.96,0.0,0.0,0.0,162.1,162.1,162.1,162.1,162.1
2024-04-15,160.25,160.55,149.5,150.9,68930.0,10.11,52.67,66.86,-0.97,-0.18,-0.79,156.5,156.5,156.5,156.5,156.5
2024-04-22,150.4,156.8,149.7,156.0,32620.0,46.93,50.76,61.5,-1.23,-0.37,-0.86,156.33,156.33,156.33,156.33,156.33
2024-04-29,157.3,159.35,156.0,156.95,23941.0,53.79,51.77,58.25,-1.32,-0.54,-0.78,156.49,156.49,156.49,156.49,156.49
2024-05-06,159.0,162.1,159.0,161.65,35347.0,87.73,63.76,60.09,-0.95,-0.62,-0.34,157.52,157.52,157.52,157.52,157.52
2024-05-13,163.35,169.75,162.7,167.25,48016.0,87.65,71.72,63.97,-0.18,-0.54,0.35,158.55,159.14,159.14,159.14,159.14
2024-05-20,167.25,171.45,165.3,170.6,27014.0,96.09,79.85,69.26,0.68,-0.32,1.0,162.49,160.78,160.78,160.78,160.78
2024-05-27,171.75,173.4,166.0,166.0,35249.0,57.47,72.39,70.3,0.91,-0.09,1.0,164.49,161.43,161.43,161.43,161.43
2024-06-03,168.65,174.6,166.15,172.85,45084.0,88.78,77.85,72.82,1.66,0.23,1.43,167.67,162.7,162.7,162.7,162.7
2024-06-11,173.15,180.5,172.9,180.0,40905.0,97.19,84.3,76.65,2.8,0.69,2.11,171.34,164.43,164.43,164.43,164.43
2024-06-17,179.2,189.75,178.8,188.6,61346.0,95.3,87.96,80.42,4.34,1.36,2.99,175.61,167.08,166.63,166.63,166.63
2024-06-24,186.5,187.4,180.8,186.45,45326.0,86.11,87.34,82.73,5.22,2.06,3.16,178.78,170.64,168.28,168.28,168.28
2024-07-01,186.55,192.85,184.5,191.8,41340.0,96.07,90.25,85.24,6.25,2.82,3.43,183.94,174.22,170.09,170.09,170.09
2024-07-08,191.9,202.8,191.85,196.35,63746.0,78.43,86.31,85.59,7.29,3.64,3.66,188.64,178.16,171.96,171.96,171.96
2024-07-15,197.65,199.0,186.2,186.25,71629.0,31.04,67.89,79.69,7.07,4.26,2.81,189.89,180.62,172.92,172.92,172.92
2024-07-22,185.4,186.3,177.1,179.0,59392.0,7.39,47.72,69.04,6.15,4.6,1.54,187.97,181.79,173.3,173.3,173.3
2024-07-29,181.8,185.1,174.7,174.7,75477.0,0.0,31.82,56.63,4.99,4.67,0.32,185.62,182.2,173.38,173.38,173.38
2024-08-05,166.65,176.9,158.4,175.85,198786.0,39.3,34.31,49.19,4.14,4.58,-0.43,182.43,183.18,173.52,173.52,173.52
2024-08-12,177.25,183.65,177.25,183.4,71584.0,61.58,43.4,47.26,4.1,4.49,-0.39,179.84,184.24,174.04,174.04,174.04
2024-08-19,183.5,185.2,178.9,180.95,44724.0,80.82,55.87,50.13,3.78,4.36,-0.58,178.78,184.33,174.38,174.38,174.38
2024-08-26,182.4,183.4,179.15,181.35,40892.0,85.63,65.79,55.35,3.52,4.21,-0.69,179.25,183.61,175.34,174.71,174.71
2024-09-02,181.9,182.45,170.0,174.75,64490.0,61.01,64.2,58.3,2.69,3.93,-1.24,179.26,182.44,176.54,174.72,174.72
2024-09-09,170.4,179.35,170.3,178.4,49539.0,55.26,61.22,59.27,2.35,3.64,-1.3,179.77,181.1,177.66,174.88,174.88
2024-09-16,178.6,184.1,176.55,182.45,36679.0,81.91,68.12,62.22,2.4,3.42,-1.01,179.58,179.71,178.93,175.19,175.19
2024-09-23,182.55,191.25,182.1,188.9,57370.0,88.94,75.06,66.5,2.96,3.34,-0.37,181.17,179.98,180.3,175.74,175.74
2024-09-30,186.55,187.2,183.0,183.6,31279.0,64.0,71.37,68.12,2.87,3.25,-0.39,181.62,180.44,181.11,176.04,176.04
2024-10-07,185.8,192.8,185.5,192.15,46255.0,97.11,79.95,72.07,3.48,3.29,0.19,185.1,182.18,182.19,176.64,176.64
2024-10-14,192.1,200.2,190.95,198.1,84071.0,91.12,83.67,75.94,4.4,3.49,0.9,189.04,184.4,183.8,177.41,177.41
2024-10-21,199.05,199.95,194.5,196.4,51642.0,79.01,82.12,78.0,4.85,3.74,1.11,191.83,185.7,184.97,178.06,178.06
2024-10-28,197.9,198.15,185.95,190.5,69302.0,43.6,69.28,75.09,4.59,3.89,0.69,192.15,186.66,185.5,178.48,178.48
2024-11-04,191.05,200.0,190.8,199.0,60057.0,91.84,76.8,75.66,5.05,4.11,0.95,195.23,188.42,186.02,179.14,179.14
2024-11-11,198.85,199.1,190.1,192.35,66814.0,44.91,66.17,72.5,4.73,4.22,0.51,195.27,190.18,186.31,179.55,179.55
2024-11-18,191.45,193.35,188.6,193.05,56374.0,50.53,60.96,68.65,4.48,4.27,0.21,194.26,191.65,186.38,179.96,179.96
2024-11-25,194.7,200.0,184.5,200.0,53943.0,100.0,73.97,70.42,4.81,4.37,0.44,194.98,193.4,186.56,180.55,180.55
2024-12-02,188.5,196.7,188.5,195.75,40995.0,72.58,73.51,71.45,4.6,4.41,0.2,196.03,194.09,187.03,180.98,180.98
2024-12-09,196.15,196.45,192.6,195.3,25202.0,69.68,72.23,71.71,4.33,4.4,-0.06,195.29,195.26,187.85,181.38,181.38
2024-12-16,197.0,198.05,192.0,192.6,46958.0,52.26,65.57,69.67,3.83,4.29,-0.47,195.34,195.3,188.74,181.68,181.68
2024-12-23,194.7,199.1,194.5,198.9,36922.0,92.9,74.68,71.34,3.93,4.23,-0.3,196.51,195.39,189.9,182.14,182.14
2024-12-30,198.15,198.65,193.25,196.0,36258.0,70.75,73.37,72.02,3.69,4.13,-0.44,195.71,195.34,190.52,182.49,182.49
2025-01-06,198.65,206.0,198.0,199.0,68853.0,50.0,65.58,69.87,3.7,4.05,-0.35,196.36,196.2,191.43,182.9,182.9
2025-01-13,199.0,199.5,193.75,196.3,79240.0,30.71,53.96,64.57,3.41,3.93,-0.52,196.56,195.92,192.18,183.23,183.23
2025-01-20,197.15,201.7,196.7,201.3,30592.0,63.14,57.02,62.05,3.58,3.87,-0.29,198.3,196.82,193.5,183.66,183.66
2025-02-03,192.3,198.6,190.65,198.55,106165.0,51.47,55.17,59.76,3.4,3.78,-0.39,198.23,197.37,194.51,184.01,184.01
2025-02-10,198.2,198.65,193.5,194.0,64912.0,21.82,44.05,54.52,2.81,3.61,-0.8,197.83,196.77,195.09,184.24,184.24
2025-02-17,194.75,197.95,194.75,197.95,53585.0,66.06,51.39,53.48,2.67,3.44,-0.77,197.62,196.99,195.54,184.54,184.54
2025-02-24,196.15,196.4,191.9,192.5,75346.0,16.74,39.84,48.93,2.05,3.18,-1.14,196.86,196.71,195.98,184.71,184.71
2025-03-03,188.8,189.5,184.65,186.35,127540.0,12.14,30.61,42.82,1.02,2.79,-1.77,193.87,196.08,195.7,184.75,184.75
2025-03-10,186.35,186.35,179.1,180.5,90751.0,7.16,22.79,36.15,-0.27,2.23,-2.5,190.26,194.24,194.82,184.66,184.66
2025-03-17,182.55,184.45,180.1,182.95,44763.0,20.42,22.0,31.43,-1.0,1.65,-2.65,188.05,192.94,194.14,184.62,184.62
2025-03-24,184.4,185.5,178.0,179.2,58728.0,6.52,16.84,26.57,-1.85,1.01,-2.86,184.3,190.96,193.58,184.52,184.52
2025-03-31,173.6,177.35,172.2,176.0,58419.0,21.97,18.55,23.9,-2.73,0.33,-3.06,181.0,188.93,192.43,184.35,184.35
2025-04-07,158.4,164.55,145.0,164.55,230981.0,47.28,28.13,25.31,-4.32,-0.51,-3.8,176.64,185.26,191.04,183.97,183.97
2025-04-14,168.5,168.7,159.45,160.9,115611.0,39.26,31.84,27.48,-5.74,-1.46,-4.27,172.72,181.49,189.43,183.53,183.53
2025-04-21,160.75,166.95,155.95,165.75,81086.0,51.23,38.3,31.09,-6.27,-2.34,-3.93,169.28,178.67,187.72,183.2,183.2
2025-04-28,166.8,173.5,166.5,173.5,46397.0,88.1,54.9,39.03,-5.88,-2.98,-2.9,168.14,176.22,186.6,183.03,183.03
2025-05-05,174.6,174.95,169.35,174.75,96912.0,99.33,69.71,49.26,-5.39,-3.42,-1.97,167.89,174.44,185.58,182.88,182.88
2025-05-12,175.5,183.2,175.5,183.0,76602.0,99.27,79.56,59.36,-4.21,-3.56,-0.65,171.58,174.11,185.1,182.88,182.88
2025-05-19,182.65,183.85,180.2,180.85,43060.0,89.25,82.79,67.17,-3.46,-3.55,0.09,175.57,174.14,184.2,182.85,182.85
2025-05-26,180.65,181.7,178.0,179.75,42846.0,76.37,80.65,71.66,-2.93,-3.43,0.5,178.37,173.82,183.38,182.79,182.79
2025-06-02,178.0,182.65,175.25,181.95,54315.0,86.9,82.73,75.35,-2.3,-3.23,0.92,180.06,174.1,182.53,182.78,182.78
2025-06-09,183.4,188.9,183.05,188.65,41926.0,98.17,87.88,79.53,-1.22,-2.86,1.65,182.84,175.36,182.15,183.22,182.88
2025-06-18,47.5,47.72,46.69,47.03,490221.0,0.24,58.66,72.57,-12.65,-4.64,-8.01,155.65,163.61,174.43,181.49,180.69
2025-06-23,46.54,48.45,46.28,48.29,404169.0,1.41,39.58,61.58,-20.79,-7.58,-13.21,129.13,152.35,166.92,179.7,178.58
2025-06-30,48.37,49.6,48.24,48.86,342551.0,1.81,26.99,50.05,-26.41,-11.0,-15.4,102.96,140.66,159.66,177.89,176.56
2025-07-07,48.82,49.63,48.21,49.62,264139.0,2.34,18.77,39.62,-30.04,-14.46,-15.58,76.49,128.28,152.25,176.03,174.6
